pandas_ind,index,title,content,img_link
13,https://docs.oracle.com/en/solutions/logs-stream-splunk/index.html,Implement a SIEM system in Splunk using logs streamed from Oracle Cloud,Service connectors,https://docs.oracle.com/en/solutions/logs-stream-splunk/img/siem-logging-oci.png
13,https://docs.oracle.com/en/solutions/logs-stream-splunk/index.html,Implement a SIEM system in Splunk using logs streamed from Oracle Cloud,Logging addon for Splunk,https://docs.oracle.com/en/solutions/logs-stream-splunk/img/siem-logging-oci.png
14,https://docs.oracle.com/en/solutions/wildfly-oci/index.html,Deploy WildFly connected to an autonomous database,Region,https://docs.oracle.com/en/solutions/wildfly-oci/img/architecture-wildfly-oci.png
14,https://docs.oracle.com/en/solutions/wildfly-oci/index.html,Deploy WildFly connected to an autonomous database,Availability domains,https://docs.oracle.com/en/solutions/wildfly-oci/img/architecture-wildfly-oci.png
14,https://docs.oracle.com/en/solutions/wildfly-oci/index.html,Deploy WildFly connected to an autonomous database,Fault domains,https://docs.oracle.com/en/solutions/wildfly-oci/img/architecture-wildfly-oci.png
14,https://docs.oracle.com/en/solutions/wildfly-oci/index.html,Deploy WildFly connected to an autonomous database,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/wildfly-oci/img/architecture-wildfly-oci.png
14,https://docs.oracle.com/en/solutions/wildfly-oci/index.html,Deploy WildFly connected to an autonomous database,Load balancer,https://docs.oracle.com/en/solutions/wildfly-oci/img/architecture-wildfly-oci.png
14,https://docs.oracle.com/en/solutions/wildfly-oci/index.html,Deploy WildFly connected to an autonomous database,Security list,https://docs.oracle.com/en/solutions/wildfly-oci/img/architecture-wildfly-oci.png
14,https://docs.oracle.com/en/solutions/wildfly-oci/index.html,Deploy WildFly connected to an autonomous database,Route table,https://docs.oracle.com/en/solutions/wildfly-oci/img/architecture-wildfly-oci.png
14,https://docs.oracle.com/en/solutions/wildfly-oci/index.html,Deploy WildFly connected to an autonomous database,Internet gateway,https://docs.oracle.com/en/solutions/wildfly-oci/img/architecture-wildfly-oci.png
14,https://docs.oracle.com/en/solutions/wildfly-oci/index.html,Deploy WildFly connected to an autonomous database,WildFly servers,https://docs.oracle.com/en/solutions/wildfly-oci/img/architecture-wildfly-oci.png
14,https://docs.oracle.com/en/solutions/wildfly-oci/index.html,Deploy WildFly connected to an autonomous database,Autonomous Database System,https://docs.oracle.com/en/solutions/wildfly-oci/img/architecture-wildfly-oci.png
15,https://docs.oracle.com/en/solutions/iot-streaming-oci/index.html,Stream IoT data to an autonomous database using serverless functions,Region,https://docs.oracle.com/en/solutions/iot-streaming-oci/img/oci-arch-iot-streaming.png
15,https://docs.oracle.com/en/solutions/iot-streaming-oci/index.html,Stream IoT data to an autonomous database using serverless functions,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/iot-streaming-oci/img/oci-arch-iot-streaming.png
15,https://docs.oracle.com/en/solutions/iot-streaming-oci/index.html,Stream IoT data to an autonomous database using serverless functions,Network security groups (NSG),https://docs.oracle.com/en/solutions/iot-streaming-oci/img/oci-arch-iot-streaming.png
15,https://docs.oracle.com/en/solutions/iot-streaming-oci/index.html,Stream IoT data to an autonomous database using serverless functions,API gateway,https://docs.oracle.com/en/solutions/iot-streaming-oci/img/oci-arch-iot-streaming.png
15,https://docs.oracle.com/en/solutions/iot-streaming-oci/index.html,Stream IoT data to an autonomous database using serverless functions,Streaming,https://docs.oracle.com/en/solutions/iot-streaming-oci/img/oci-arch-iot-streaming.png
15,https://docs.oracle.com/en/solutions/iot-streaming-oci/index.html,Stream IoT data to an autonomous database using serverless functions,Functions,https://docs.oracle.com/en/solutions/iot-streaming-oci/img/oci-arch-iot-streaming.png
15,https://docs.oracle.com/en/solutions/iot-streaming-oci/index.html,Stream IoT data to an autonomous database using serverless functions,Autonomous database,https://docs.oracle.com/en/solutions/iot-streaming-oci/img/oci-arch-iot-streaming.png
15,https://docs.oracle.com/en/solutions/iot-streaming-oci/index.html,Stream IoT data to an autonomous database using serverless functions,Web server,https://docs.oracle.com/en/solutions/iot-streaming-oci/img/oci-arch-iot-streaming.png
16,https://docs.oracle.com/en/solutions/design-dev-test-on-oci/index.html,Isolate multi-tier and cross-regional development environments by using compartments,Tenancy,https://docs.oracle.com/en/solutions/design-dev-test-on-oci/img/oci-dev-env-architecture.png
16,https://docs.oracle.com/en/solutions/design-dev-test-on-oci/index.html,Isolate multi-tier and cross-regional development environments by using compartments,Region,https://docs.oracle.com/en/solutions/design-dev-test-on-oci/img/oci-dev-env-architecture.png
16,https://docs.oracle.com/en/solutions/design-dev-test-on-oci/index.html,Isolate multi-tier and cross-regional development environments by using compartments,Compartment,https://docs.oracle.com/en/solutions/design-dev-test-on-oci/img/oci-dev-env-architecture.png
16,https://docs.oracle.com/en/solutions/design-dev-test-on-oci/index.html,Isolate multi-tier and cross-regional development environments by using compartments,Policy,https://docs.oracle.com/en/solutions/design-dev-test-on-oci/img/oci-dev-env-architecture.png
16,https://docs.oracle.com/en/solutions/design-dev-test-on-oci/index.html,Isolate multi-tier and cross-regional development environments by using compartments,Load balancer,https://docs.oracle.com/en/solutions/design-dev-test-on-oci/img/oci-dev-env-architecture.png
16,https://docs.oracle.com/en/solutions/design-dev-test-on-oci/index.html,Isolate multi-tier and cross-regional development environments by using compartments,Compute,https://docs.oracle.com/en/solutions/design-dev-test-on-oci/img/oci-dev-env-architecture.png
16,https://docs.oracle.com/en/solutions/design-dev-test-on-oci/index.html,Isolate multi-tier and cross-regional development environments by using compartments,Autonomous Transaction Processing,https://docs.oracle.com/en/solutions/design-dev-test-on-oci/img/oci-dev-env-architecture.png
17,https://docs.oracle.com/en/solutions/oci-atg/index.html,Deploy Oracle Commerce Platform (ATG) on Oracle Cloud Infrastructure,Region,https://docs.oracle.com/en/solutions/oci-atg/img/atg-logical-resource-grouping.png
17,https://docs.oracle.com/en/solutions/oci-atg/index.html,Deploy Oracle Commerce Platform (ATG) on Oracle Cloud Infrastructure,Availability domain,https://docs.oracle.com/en/solutions/oci-atg/img/atg-logical-resource-grouping.png
17,https://docs.oracle.com/en/solutions/oci-atg/index.html,Deploy Oracle Commerce Platform (ATG) on Oracle Cloud Infrastructure,Fault domains,https://docs.oracle.com/en/solutions/oci-atg/img/atg-logical-resource-grouping.png
17,https://docs.oracle.com/en/solutions/oci-atg/index.html,Deploy Oracle Commerce Platform (ATG) on Oracle Cloud Infrastructure,Virtual cloud network (VCN) and subnet,https://docs.oracle.com/en/solutions/oci-atg/img/atg-logical-resource-grouping.png
17,https://docs.oracle.com/en/solutions/oci-atg/index.html,Deploy Oracle Commerce Platform (ATG) on Oracle Cloud Infrastructure,VPN Connect,https://docs.oracle.com/en/solutions/oci-atg/img/atg-logical-resource-grouping.png
17,https://docs.oracle.com/en/solutions/oci-atg/index.html,Deploy Oracle Commerce Platform (ATG) on Oracle Cloud Infrastructure,FastConnect,https://docs.oracle.com/en/solutions/oci-atg/img/atg-logical-resource-grouping.png
17,https://docs.oracle.com/en/solutions/oci-atg/index.html,Deploy Oracle Commerce Platform (ATG) on Oracle Cloud Infrastructure,Load balancer,https://docs.oracle.com/en/solutions/oci-atg/img/atg-logical-resource-grouping.png
17,https://docs.oracle.com/en/solutions/oci-atg/index.html,Deploy Oracle Commerce Platform (ATG) on Oracle Cloud Infrastructure,Bastion host,https://docs.oracle.com/en/solutions/oci-atg/img/atg-logical-resource-grouping.png
17,https://docs.oracle.com/en/solutions/oci-atg/index.html,Deploy Oracle Commerce Platform (ATG) on Oracle Cloud Infrastructure,Storefront tier,https://docs.oracle.com/en/solutions/oci-atg/img/atg-logical-resource-grouping.png
17,https://docs.oracle.com/en/solutions/oci-atg/index.html,Deploy Oracle Commerce Platform (ATG) on Oracle Cloud Infrastructure,ATG API tier,https://docs.oracle.com/en/solutions/oci-atg/img/atg-logical-resource-grouping.png
17,https://docs.oracle.com/en/solutions/oci-atg/index.html,Deploy Oracle Commerce Platform (ATG) on Oracle Cloud Infrastructure,Endeca MDEX tier,https://docs.oracle.com/en/solutions/oci-atg/img/atg-logical-resource-grouping.png
17,https://docs.oracle.com/en/solutions/oci-atg/index.html,Deploy Oracle Commerce Platform (ATG) on Oracle Cloud Infrastructure,Customer Service Center (CSC) tier,https://docs.oracle.com/en/solutions/oci-atg/img/atg-logical-resource-grouping.png
17,https://docs.oracle.com/en/solutions/oci-atg/index.html,Deploy Oracle Commerce Platform (ATG) on Oracle Cloud Infrastructure,Administration tier,https://docs.oracle.com/en/solutions/oci-atg/img/atg-logical-resource-grouping.png
17,https://docs.oracle.com/en/solutions/oci-atg/index.html,Deploy Oracle Commerce Platform (ATG) on Oracle Cloud Infrastructure,File storage,https://docs.oracle.com/en/solutions/oci-atg/img/atg-logical-resource-grouping.png
17,https://docs.oracle.com/en/solutions/oci-atg/index.html,Deploy Oracle Commerce Platform (ATG) on Oracle Cloud Infrastructure,Autonomous Transaction Processing,https://docs.oracle.com/en/solutions/oci-atg/img/atg-logical-resource-grouping.png
18,https://docs.oracle.com/en/solutions/cloud-native-mysql-oci/index.html,Deploy Cloud Native Apps that use MySQL to Oracle Cloud Infrastructure,Bastion host,https://docs.oracle.com/en/solutions/cloud-native-mysql-oci/img/architecture-kubernetes-mysql-oci.png
18,https://docs.oracle.com/en/solutions/cloud-native-mysql-oci/index.html,Deploy Cloud Native Apps that use MySQL to Oracle Cloud Infrastructure,Container Engine for Kubernetes,https://docs.oracle.com/en/solutions/cloud-native-mysql-oci/img/architecture-kubernetes-mysql-oci.png
18,https://docs.oracle.com/en/solutions/cloud-native-mysql-oci/index.html,Deploy Cloud Native Apps that use MySQL to Oracle Cloud Infrastructure,MySQL Database,https://docs.oracle.com/en/solutions/cloud-native-mysql-oci/img/architecture-kubernetes-mysql-oci.png
18,https://docs.oracle.com/en/solutions/cloud-native-mysql-oci/index.html,Deploy Cloud Native Apps that use MySQL to Oracle Cloud Infrastructure,Block volume,https://docs.oracle.com/en/solutions/cloud-native-mysql-oci/img/architecture-kubernetes-mysql-oci.png
18,https://docs.oracle.com/en/solutions/cloud-native-mysql-oci/index.html,Deploy Cloud Native Apps that use MySQL to Oracle Cloud Infrastructure,Registry,https://docs.oracle.com/en/solutions/cloud-native-mysql-oci/img/architecture-kubernetes-mysql-oci.png
18,https://docs.oracle.com/en/solutions/cloud-native-mysql-oci/index.html,Deploy Cloud Native Apps that use MySQL to Oracle Cloud Infrastructure,Region,https://docs.oracle.com/en/solutions/cloud-native-mysql-oci/img/architecture-kubernetes-mysql-oci.png
18,https://docs.oracle.com/en/solutions/cloud-native-mysql-oci/index.html,Deploy Cloud Native Apps that use MySQL to Oracle Cloud Infrastructure,Availability domains,https://docs.oracle.com/en/solutions/cloud-native-mysql-oci/img/architecture-kubernetes-mysql-oci.png
18,https://docs.oracle.com/en/solutions/cloud-native-mysql-oci/index.html,Deploy Cloud Native Apps that use MySQL to Oracle Cloud Infrastructure,Fault domains,https://docs.oracle.com/en/solutions/cloud-native-mysql-oci/img/architecture-kubernetes-mysql-oci.png
18,https://docs.oracle.com/en/solutions/cloud-native-mysql-oci/index.html,Deploy Cloud Native Apps that use MySQL to Oracle Cloud Infrastructure,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/cloud-native-mysql-oci/img/architecture-kubernetes-mysql-oci.png
18,https://docs.oracle.com/en/solutions/cloud-native-mysql-oci/index.html,Deploy Cloud Native Apps that use MySQL to Oracle Cloud Infrastructure,Security list,https://docs.oracle.com/en/solutions/cloud-native-mysql-oci/img/architecture-kubernetes-mysql-oci.png
19,https://docs.oracle.com/en/solutions/secure-ebs-with-fortinet-on-oci/index.html,Secure Oracle E-Business Suite workloads with Fortinet Security Fabric,Leverage transit-routing with local peering gateways (LPG) to connect spoke VCNs with the hub VCN.,https://docs.oracle.com/en/solutions/secure-ebs-with-fortinet-on-oci/img/ebs-fortinet-oci-architecture.png
19,https://docs.oracle.com/en/solutions/secure-ebs-with-fortinet-on-oci/index.html,Secure Oracle E-Business Suite workloads with Fortinet Security Fabric,Attach each FortiGate virtual network interface card (VNIC) into each spoke VCN.,https://docs.oracle.com/en/solutions/secure-ebs-with-fortinet-on-oci/img/ebs-fortinet-oci-architecture.png
20,https://docs.oracle.com/en/solutions/cloud-native-ecommerce/index.html,Deploy a microservices-based application in Kubernetes connected to an autonomous database,Regions,https://docs.oracle.com/en/solutions/cloud-native-ecommerce/img/mushop-infrastructure.png
20,https://docs.oracle.com/en/solutions/cloud-native-ecommerce/index.html,Deploy a microservices-based application in Kubernetes connected to an autonomous database,Availability domains,https://docs.oracle.com/en/solutions/cloud-native-ecommerce/img/mushop-infrastructure.png
20,https://docs.oracle.com/en/solutions/cloud-native-ecommerce/index.html,Deploy a microservices-based application in Kubernetes connected to an autonomous database,Fault domains,https://docs.oracle.com/en/solutions/cloud-native-ecommerce/img/mushop-infrastructure.png
20,https://docs.oracle.com/en/solutions/cloud-native-ecommerce/index.html,Deploy a microservices-based application in Kubernetes connected to an autonomous database,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/cloud-native-ecommerce/img/mushop-infrastructure.png
20,https://docs.oracle.com/en/solutions/cloud-native-ecommerce/index.html,Deploy a microservices-based application in Kubernetes connected to an autonomous database,Service gateway,https://docs.oracle.com/en/solutions/cloud-native-ecommerce/img/mushop-infrastructure.png
20,https://docs.oracle.com/en/solutions/cloud-native-ecommerce/index.html,Deploy a microservices-based application in Kubernetes connected to an autonomous database,NAT gateway,https://docs.oracle.com/en/solutions/cloud-native-ecommerce/img/mushop-infrastructure.png
20,https://docs.oracle.com/en/solutions/cloud-native-ecommerce/index.html,Deploy a microservices-based application in Kubernetes connected to an autonomous database,Internet gateway,https://docs.oracle.com/en/solutions/cloud-native-ecommerce/img/mushop-infrastructure.png
20,https://docs.oracle.com/en/solutions/cloud-native-ecommerce/index.html,Deploy a microservices-based application in Kubernetes connected to an autonomous database,Autonomous Transaction Processing,https://docs.oracle.com/en/solutions/cloud-native-ecommerce/img/mushop-infrastructure.png
20,https://docs.oracle.com/en/solutions/cloud-native-ecommerce/index.html,Deploy a microservices-based application in Kubernetes connected to an autonomous database,Object storage,https://docs.oracle.com/en/solutions/cloud-native-ecommerce/img/mushop-infrastructure.png
20,https://docs.oracle.com/en/solutions/cloud-native-ecommerce/index.html,Deploy a microservices-based application in Kubernetes connected to an autonomous database,Container Engine for Kubernetes,https://docs.oracle.com/en/solutions/cloud-native-ecommerce/img/mushop-infrastructure.png
21,https://docs.oracle.com/en/solutions/oci-azure/index.html,Set up a private interconnection between Microsoft Azure and Oracle Cloud regions,Region,https://docs.oracle.com/en/solutions/oci-azure/img/azure-oci-private-interconnect.png
21,https://docs.oracle.com/en/solutions/oci-azure/index.html,Set up a private interconnection between Microsoft Azure and Oracle Cloud regions,Oracle Cloud Infrastructure Components,https://docs.oracle.com/en/solutions/oci-azure/img/azure-oci-private-interconnect.png
21,https://docs.oracle.com/en/solutions/oci-azure/index.html,Set up a private interconnection between Microsoft Azure and Oracle Cloud regions,Availability domains,https://docs.oracle.com/en/solutions/oci-azure/img/azure-oci-private-interconnect.png
21,https://docs.oracle.com/en/solutions/oci-azure/index.html,Set up a private interconnection between Microsoft Azure and Oracle Cloud regions,Virtual cloud network (VCN) and subnet,https://docs.oracle.com/en/solutions/oci-azure/img/azure-oci-private-interconnect.png
21,https://docs.oracle.com/en/solutions/oci-azure/index.html,Set up a private interconnection between Microsoft Azure and Oracle Cloud regions,Security list,https://docs.oracle.com/en/solutions/oci-azure/img/azure-oci-private-interconnect.png
21,https://docs.oracle.com/en/solutions/oci-azure/index.html,Set up a private interconnection between Microsoft Azure and Oracle Cloud regions,Route table,https://docs.oracle.com/en/solutions/oci-azure/img/azure-oci-private-interconnect.png
21,https://docs.oracle.com/en/solutions/oci-azure/index.html,Set up a private interconnection between Microsoft Azure and Oracle Cloud regions,Dynamic routing gateway (DRG),https://docs.oracle.com/en/solutions/oci-azure/img/azure-oci-private-interconnect.png
21,https://docs.oracle.com/en/solutions/oci-azure/index.html,Set up a private interconnection between Microsoft Azure and Oracle Cloud regions,FastConnect,https://docs.oracle.com/en/solutions/oci-azure/img/azure-oci-private-interconnect.png
21,https://docs.oracle.com/en/solutions/oci-azure/index.html,Set up a private interconnection between Microsoft Azure and Oracle Cloud regions,Microsoft Azure Components,https://docs.oracle.com/en/solutions/oci-azure/img/azure-oci-private-interconnect.png
21,https://docs.oracle.com/en/solutions/oci-azure/index.html,Set up a private interconnection between Microsoft Azure and Oracle Cloud regions,Virtual network (VNet),https://docs.oracle.com/en/solutions/oci-azure/img/azure-oci-private-interconnect.png
21,https://docs.oracle.com/en/solutions/oci-azure/index.html,Set up a private interconnection between Microsoft Azure and Oracle Cloud regions,ExpressRoute,https://docs.oracle.com/en/solutions/oci-azure/img/azure-oci-private-interconnect.png
21,https://docs.oracle.com/en/solutions/oci-azure/index.html,Set up a private interconnection between Microsoft Azure and Oracle Cloud regions,Virtual network gateway,https://docs.oracle.com/en/solutions/oci-azure/img/azure-oci-private-interconnect.png
21,https://docs.oracle.com/en/solutions/oci-azure/index.html,Set up a private interconnection between Microsoft Azure and Oracle Cloud regions,Route table,https://docs.oracle.com/en/solutions/oci-azure/img/azure-oci-private-interconnect.png
21,https://docs.oracle.com/en/solutions/oci-azure/index.html,Set up a private interconnection between Microsoft Azure and Oracle Cloud regions,Network security group,https://docs.oracle.com/en/solutions/oci-azure/img/azure-oci-private-interconnect.png
22,https://docs.oracle.com/en/solutions/secure-global-desktop/index.html,Set up Secure Global Desktop,Region,https://docs.oracle.com/en/solutions/secure-global-desktop/img/architecture-secure-global-desktop.png
22,https://docs.oracle.com/en/solutions/secure-global-desktop/index.html,Set up Secure Global Desktop,Availability domains,https://docs.oracle.com/en/solutions/secure-global-desktop/img/architecture-secure-global-desktop.png
22,https://docs.oracle.com/en/solutions/secure-global-desktop/index.html,Set up Secure Global Desktop,Fault domains,https://docs.oracle.com/en/solutions/secure-global-desktop/img/architecture-secure-global-desktop.png
22,https://docs.oracle.com/en/solutions/secure-global-desktop/index.html,Set up Secure Global Desktop,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/secure-global-desktop/img/architecture-secure-global-desktop.png
22,https://docs.oracle.com/en/solutions/secure-global-desktop/index.html,Set up Secure Global Desktop,Security list,https://docs.oracle.com/en/solutions/secure-global-desktop/img/architecture-secure-global-desktop.png
22,https://docs.oracle.com/en/solutions/secure-global-desktop/index.html,Set up Secure Global Desktop,Route table,https://docs.oracle.com/en/solutions/secure-global-desktop/img/architecture-secure-global-desktop.png
22,https://docs.oracle.com/en/solutions/secure-global-desktop/index.html,Set up Secure Global Desktop,Client devices,https://docs.oracle.com/en/solutions/secure-global-desktop/img/architecture-secure-global-desktop.png
22,https://docs.oracle.com/en/solutions/secure-global-desktop/index.html,Set up Secure Global Desktop,Load balancer,https://docs.oracle.com/en/solutions/secure-global-desktop/img/architecture-secure-global-desktop.png
22,https://docs.oracle.com/en/solutions/secure-global-desktop/index.html,Set up Secure Global Desktop,Compute and application servers,https://docs.oracle.com/en/solutions/secure-global-desktop/img/architecture-secure-global-desktop.png
22,https://docs.oracle.com/en/solutions/secure-global-desktop/index.html,Set up Secure Global Desktop,SGD servers,https://docs.oracle.com/en/solutions/secure-global-desktop/img/architecture-secure-global-desktop.png
22,https://docs.oracle.com/en/solutions/secure-global-desktop/index.html,Set up Secure Global Desktop,SGD gateways,https://docs.oracle.com/en/solutions/secure-global-desktop/img/architecture-secure-global-desktop.png
23,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/index.html,Deploy UiPath robotic process automation,Region,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/img/uipath-robotic-architecture.png
23,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/index.html,Deploy UiPath robotic process automation,UiPath Studio on User Machine,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/img/uipath-robotic-architecture.png
23,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/index.html,Deploy UiPath robotic process automation,DNS,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/img/uipath-robotic-architecture.png
23,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/index.html,Deploy UiPath robotic process automation,Availability domains,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/img/uipath-robotic-architecture.png
23,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/index.html,Deploy UiPath robotic process automation,Fault domains,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/img/uipath-robotic-architecture.png
23,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/index.html,Deploy UiPath robotic process automation,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/img/uipath-robotic-architecture.png
23,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/index.html,Deploy UiPath robotic process automation,Security list,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/img/uipath-robotic-architecture.png
23,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/index.html,Deploy UiPath robotic process automation,Block volume,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/img/uipath-robotic-architecture.png
23,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/index.html,Deploy UiPath robotic process automation,Bot-access VM,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/img/uipath-robotic-architecture.png
23,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/index.html,Deploy UiPath robotic process automation,Orchestrator,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/img/uipath-robotic-architecture.png
23,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/index.html,Deploy UiPath robotic process automation,File storage,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/img/uipath-robotic-architecture.png
23,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/index.html,Deploy UiPath robotic process automation,Bots,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/img/uipath-robotic-architecture.png
23,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/index.html,Deploy UiPath robotic process automation,Work Place VM,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/img/uipath-robotic-architecture.png
23,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/index.html,Deploy UiPath robotic process automation,Integration instance,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/img/uipath-robotic-architecture.png
23,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/index.html,Deploy UiPath robotic process automation,SQL Server,https://docs.oracle.com/en/solutions/deploy-uipath-rpa/img/uipath-robotic-architecture.png
24,https://docs.oracle.com/en/solutions/deploy-tomcat-adb/index.html,Deploy Apache Tomcat connected to an autonomous database,Region,https://docs.oracle.com/en/solutions/deploy-tomcat-adb/img/architecture-deploy-tomcat.png
24,https://docs.oracle.com/en/solutions/deploy-tomcat-adb/index.html,Deploy Apache Tomcat connected to an autonomous database,Availability domains,https://docs.oracle.com/en/solutions/deploy-tomcat-adb/img/architecture-deploy-tomcat.png
24,https://docs.oracle.com/en/solutions/deploy-tomcat-adb/index.html,Deploy Apache Tomcat connected to an autonomous database,Fault domains,https://docs.oracle.com/en/solutions/deploy-tomcat-adb/img/architecture-deploy-tomcat.png
24,https://docs.oracle.com/en/solutions/deploy-tomcat-adb/index.html,Deploy Apache Tomcat connected to an autonomous database,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/deploy-tomcat-adb/img/architecture-deploy-tomcat.png
24,https://docs.oracle.com/en/solutions/deploy-tomcat-adb/index.html,Deploy Apache Tomcat connected to an autonomous database,Load Balancer,https://docs.oracle.com/en/solutions/deploy-tomcat-adb/img/architecture-deploy-tomcat.png
24,https://docs.oracle.com/en/solutions/deploy-tomcat-adb/index.html,Deploy Apache Tomcat connected to an autonomous database,Security lists,https://docs.oracle.com/en/solutions/deploy-tomcat-adb/img/architecture-deploy-tomcat.png
24,https://docs.oracle.com/en/solutions/deploy-tomcat-adb/index.html,Deploy Apache Tomcat connected to an autonomous database,Route tables,https://docs.oracle.com/en/solutions/deploy-tomcat-adb/img/architecture-deploy-tomcat.png
24,https://docs.oracle.com/en/solutions/deploy-tomcat-adb/index.html,Deploy Apache Tomcat connected to an autonomous database,Internet gateway,https://docs.oracle.com/en/solutions/deploy-tomcat-adb/img/architecture-deploy-tomcat.png
24,https://docs.oracle.com/en/solutions/deploy-tomcat-adb/index.html,Deploy Apache Tomcat connected to an autonomous database,Tomcat servers,https://docs.oracle.com/en/solutions/deploy-tomcat-adb/img/architecture-deploy-tomcat.png
24,https://docs.oracle.com/en/solutions/deploy-tomcat-adb/index.html,Deploy Apache Tomcat connected to an autonomous database,Database servers,https://docs.oracle.com/en/solutions/deploy-tomcat-adb/img/architecture-deploy-tomcat.png
25,https://docs.oracle.com/en/solutions/spark-master-worker-mode/index.html,Deploy an Apache Spark cluster in manager/worker mode,Region,https://docs.oracle.com/en/solutions/spark-master-worker-mode/img/spark-oci-png.png
25,https://docs.oracle.com/en/solutions/spark-master-worker-mode/index.html,Deploy an Apache Spark cluster in manager/worker mode,Availability domain,https://docs.oracle.com/en/solutions/spark-master-worker-mode/img/spark-oci-png.png
25,https://docs.oracle.com/en/solutions/spark-master-worker-mode/index.html,Deploy an Apache Spark cluster in manager/worker mode,Fault domain,https://docs.oracle.com/en/solutions/spark-master-worker-mode/img/spark-oci-png.png
25,https://docs.oracle.com/en/solutions/spark-master-worker-mode/index.html,Deploy an Apache Spark cluster in manager/worker mode,Virtual cloud network (VCN) and subnet,https://docs.oracle.com/en/solutions/spark-master-worker-mode/img/spark-oci-png.png
25,https://docs.oracle.com/en/solutions/spark-master-worker-mode/index.html,Deploy an Apache Spark cluster in manager/worker mode,Block storage,https://docs.oracle.com/en/solutions/spark-master-worker-mode/img/spark-oci-png.png
25,https://docs.oracle.com/en/solutions/spark-master-worker-mode/index.html,Deploy an Apache Spark cluster in manager/worker mode,Internet gateway,https://docs.oracle.com/en/solutions/spark-master-worker-mode/img/spark-oci-png.png
25,https://docs.oracle.com/en/solutions/spark-master-worker-mode/index.html,Deploy an Apache Spark cluster in manager/worker mode,NAT gateway,https://docs.oracle.com/en/solutions/spark-master-worker-mode/img/spark-oci-png.png
26,https://docs.oracle.com/en/solutions/oci-big-data-flow/index.html,Analyze data from external object storage sources using Oracle Cloud Infrastructure Data Flow,Region,https://docs.oracle.com/en/solutions/oci-big-data-flow/img/oci-dataflow-architecture.png
26,https://docs.oracle.com/en/solutions/oci-big-data-flow/index.html,Analyze data from external object storage sources using Oracle Cloud Infrastructure Data Flow,Oracle Cloud Infrastructure Data Flow,https://docs.oracle.com/en/solutions/oci-big-data-flow/img/oci-dataflow-architecture.png
26,https://docs.oracle.com/en/solutions/oci-big-data-flow/index.html,Analyze data from external object storage sources using Oracle Cloud Infrastructure Data Flow,Object storage,https://docs.oracle.com/en/solutions/oci-big-data-flow/img/oci-dataflow-architecture.png
27,https://docs.oracle.com/en/solutions/auditlog-siem-oci/index.html,Implement a SIEM system using a serverless pipeline that exports audit logs to Splunk,Region,https://docs.oracle.com/en/solutions/auditlog-siem-oci/img/siem-taskflow-oci-png.png
27,https://docs.oracle.com/en/solutions/auditlog-siem-oci/index.html,Implement a SIEM system using a serverless pipeline that exports audit logs to Splunk,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/auditlog-siem-oci/img/siem-taskflow-oci-png.png
27,https://docs.oracle.com/en/solutions/auditlog-siem-oci/index.html,Implement a SIEM system using a serverless pipeline that exports audit logs to Splunk,Oracle services network,https://docs.oracle.com/en/solutions/auditlog-siem-oci/img/siem-taskflow-oci-png.png
